station,time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
00FAY,2023-07-19,16.6,13.7,83.0,0.0,,321.0,28.4,,1013.9,,3.0
00TG6,2023-07-19,16.9,14.5,86.0,0.2,,314.0,13.0,,1014.8,,7.0
01001,2023-07-19,4.2,3.8,97.0,0.0,,326.0,51.8,,1011.1,,7.0
01002,2023-07-19,2.5,2.1,97.0,0.0,,328.0,12.2,16.9,1013.2,,3.0
01003,2023-07-19,6.1,5.2,94.0,0.0,,234.0,6.5,10.8,1010.0,,3.0
01006,2023-07-19,3.6,3.2,97.0,0.0,,349.0,25.6,39.2,1009.2,,3.0
01007,2023-07-19,8.6,4.0,73.0,0.0,,86.0,2.5,6.5,1010.8,,3.0
01008,2023-07-19,8.0,4.9,81.0,0.0,0.0,0.0,0.0,12.0,1011.1,,2.0
01015,2023-07-19,10.7,10.1,96.0,0.0,,316.0,10.8,13.7,1003.3,,3.0
01016,2023-07-19,11.8,10.9,94.0,0.0,,322.0,0.4,1.4,1003.3,,3.0
01024,2023-07-19,6.9,3.5,79.0,0.0,,353.0,47.2,66.6,1009.6,,3.0
01025,2023-07-19,11.0,9.1,88.0,0.0,,70.0,11.2,17.0,1003.5,,4.0
01026,2023-07-19,10.1,9.5,96.0,0.0,,39.0,7.6,6.1,1003.5,,3.0
01027,2023-07-19,11.0,9.1,88.0,0.0,,116.0,2.5,4.3,1003.1,,3.0
01028,2023-07-19,2.6,1.3,91.0,0.0,0.0,41.0,21.0,30.0,1010.1,,4.0
01033,2023-07-19,9.7,8.8,94.0,0.0,,11.0,9.4,13.0,1003.3,,3.0
01037,2023-07-19,11.8,11.8,100.0,0.0,,304.0,7.6,14.8,1002.8,,5.0
01045,2023-07-19,11.6,11.6,100.0,0.0,,332.0,18.0,22.3,1002.5,,3.0
01046,2023-07-19,11.0,9.1,88.0,0.0,,280.0,9.4,19.1,1003.0,,3.0
01047,2023-07-19,10.7,8.3,85.0,0.0,,336.0,16.6,29.2,1001.1,,3.0
01049,2023-07-19,13.0,9.1,77.0,0.0,,10.0,20.5,27.0,1001.9,,4.0
01055,2023-07-19,8.7,7.3,91.0,0.0,,38.0,23.4,31.0,1002.3,,3.0
01057,2023-07-19,10.9,8.8,87.0,0.0,,333.0,16.2,28.4,1000.5,,3.0
01058,2023-07-19,9.2,8.4,95.0,0.0,,346.0,18.7,32.0,1001.4,,3.0
01059,2023-07-19,11.0,10.1,94.0,0.2,,10.0,18.4,25.9,1001.0,,4.0
01062,2023-07-19,4.6,4.2,97.0,0.3,,255.0,18.7,26.6,1008.4,,8.0
01065,2023-07-19,11.6,9.7,88.0,0.0,,340.0,14.8,28.4,999.9,,3.0
01068,2023-07-19,9.0,9.0,100.0,0.0,,10.0,20.5,29.9,1002.0,,5.0
01074,2023-07-19,10.0,10.0,100.0,0.0,,20.0,11.2,18.0,1000.0,,5.0
01078,2023-07-19,9.2,9.2,100.0,0.0,,7.0,12.2,16.9,1000.3,,5.0
01083,2023-07-19,10.0,9.1,94.0,0.0,,320.0,16.6,16.6,1000.0,,5.0
01092,2023-07-19,10.1,9.9,99.0,0.0,,309.0,14.8,24.1,999.5,,4.0
01097,2023-07-19,10.0,10.0,100.0,0.0,,330.0,22.3,36.7,999.0,,3.0
01098,2023-07-19,9.4,9.3,99.0,0.0,,316.0,27.4,37.1,998.7,,3.0
01102,2023-07-19,12.7,8.4,75.0,0.0,,207.0,36.4,46.8,1003.1,,3.0
01105,2023-07-19,12.5,11.1,91.0,0.0,,266.0,10.8,16.2,1003.5,,3.0
01108,2023-07-19,12.1,7.8,75.0,0.0,,168.0,20.9,37.1,1004.2,,3.0
01114,2023-07-19,11.5,9.6,88.0,0.0,,66.0,6.8,13.3,1004.4,,3.0
01116,2023-07-19,11.5,8.5,82.0,0.0,,167.0,19.1,33.1,1003.7,,3.0
01117,2023-07-19,12.0,8.5,79.0,0.0,,177.0,19.8,32.4,1003.8,,3.0
01124,2023-07-19,6.9,6.2,95.0,0.0,,61.0,4.7,7.2,1005.3,,3.0
01132,2023-07-19,7.8,6.9,94.0,0.0,,121.0,6.8,11.9,1005.4,,3.0
01133,2023-07-19,9.7,8.1,90.0,0.0,,208.0,3.2,10.4,1004.9,,3.0
01135,2023-07-19,9.0,8.2,95.0,0.0,,183.0,5.4,11.9,1004.7,,3.0
01141,2023-07-19,10.9,10.3,96.0,0.0,,96.0,2.5,6.8,1003.4,,3.0
01144,2023-07-19,11.9,10.5,91.0,0.0,,204.0,14.0,31.3,1003.7,,3.0
01148,2023-07-19,10.2,9.9,98.0,0.0,,204.0,1.4,4.7,1004.8,,3.0
01149,2023-07-19,11.0,8.7,86.0,,,191.0,5.5,11.1,1004.5,,4.0
01150,2023-07-19,9.3,8.4,94.0,0.0,,145.0,2.2,10.8,1004.9,,3.0
01152,2023-07-19,11.5,11.3,99.0,0.0,0.0,241.0,14.4,21.0,1004.6,,3.0
01156,2023-07-19,12.6,11.8,95.0,0.0,,51.0,2.9,5.0,1003.5,,3.0
01158,2023-07-19,12.0,10.7,92.0,0.0,,37.0,1.8,7.6,1004.2,,3.0
01160,2023-07-19,12.7,9.2,79.0,0.0,,212.0,6.5,10.1,1003.4,,3.0
01161,2023-07-19,11.2,9.5,89.0,0.0,,23.0,6.1,9.0,1003.4,,3.0
01162,2023-07-19,10.0,9.1,94.0,0.0,,10.0,7.6,5.0,1004.0,,3.0
01180,2023-07-19,11.8,10.0,89.0,0.0,,288.0,4.0,12.0,1003.6,,4.0
01192,2023-07-19,10.2,9.6,96.0,0.0,,287.0,1.8,4.3,1003.7,,3.0
01194,2023-07-19,11.1,9.7,91.0,,,61.0,7.4,14.8,1003.7,,7.0
01198,2023-07-19,10.7,9.0,89.0,0.0,,320.0,7.9,20.5,1002.9,,3.0
01199,2023-07-19,10.6,9.0,90.0,0.0,,352.0,17.3,27.0,1000.5,,3.0
01205,2023-07-19,10.5,7.4,81.0,1.5,,239.0,44.6,63.0,1003.3,,9.0
01210,2023-07-19,12.0,8.1,77.0,1.4,,210.0,33.5,51.0,1004.0,,7.0
01212,2023-07-19,11.5,9.4,87.0,1.0,,208.0,40.3,64.8,1002.6,,9.0
01217,2023-07-19,12.0,7.1,72.0,0.0,,260.0,16.6,27.0,1003.0,,3.0
01218,2023-07-19,12.3,8.4,77.0,0.0,,125.0,0.7,8.6,1005.9,,3.0
01228,2023-07-19,11.6,7.9,78.0,0.1,,196.0,38.2,55.1,1002.4,,7.0
01230,2023-07-19,7.1,1.4,67.0,0.0,,122.0,1.4,7.2,1005.8,,3.0
01233,2023-07-19,5.8,1.7,75.0,0.0,,128.0,2.9,4.7,1006.7,,3.0
01234,2023-07-19,10.0,7.6,85.0,0.0,,283.0,3.2,9.4,1004.6,,2.0
01238,2023-07-19,3.7,1.1,77.0,0.0,,192.0,12.6,20.0,1006.6,,2.0
01239,2023-07-19,4.2,2.1,86.0,0.0,,240.0,11.9,26.3,1006.7,,2.0
01240,2023-07-19,12.3,7.8,74.0,0.0,,195.0,37.4,47.2,1003.0,,3.0
01241,2023-07-19,9.5,7.9,90.0,0.0,0.0,141.0,8.3,14.0,1004.3,,17.0
01242,2023-07-19,11.0,7.7,80.0,0.0,,164.0,8.6,18.4,1004.1,,3.0
01250,2023-07-19,4.4,0.9,78.0,0.0,,284.0,2.2,6.1,1006.4,,2.0
01253,2023-07-19,5.8,5.2,96.0,0.0,,187.0,4.7,10.4,1005.3,,2.0
01254,2023-07-19,9.3,8.7,96.0,0.0,,84.0,1.8,8.6,1005.4,,3.0
01257,2023-07-19,10.2,6.9,80.0,0.0,,171.0,7.2,13.0,1004.6,,3.0
01259,2023-07-19,11.7,7.8,77.0,0.0,,157.0,23.8,32.8,1003.5,,3.0
01270,2023-07-19,9.9,8.0,88.0,0.0,,62.0,7.9,13.3,1004.7,,3.0
01271,2023-07-19,11.0,9.1,88.0,0.0,,100.0,9.4,13.0,1005.4,,2.0
01272,2023-07-19,10.2,7.4,83.0,0.0,,141.0,7.9,14.8,1004.5,,3.0
01273,2023-07-19,9.4,8.2,92.0,0.0,,120.0,2.9,6.5,1005.1,,3.0
01281,2023-07-19,7.5,7.1,97.0,0.0,,5.0,2.2,4.7,1005.3,,2.0
01282,2023-07-19,11.0,9.1,88.0,0.0,,160.0,11.2,42.5,1004.0,,3.0
01287,2023-07-19,5.9,5.0,94.0,0.0,,97.0,2.9,8.3,1005.8,,3.0
01289,2023-07-19,6.0,6.0,100.0,0.0,,295.0,3.6,6.5,1005.0,,3.0
01290,2023-07-19,11.0,8.0,82.0,0.0,,90.0,7.6,18.5,1004.0,,3.0
01291,2023-07-19,7.9,7.8,99.0,0.0,,31.0,1.8,4.7,1005.1,,2.0
01293,2023-07-19,9.5,6.9,84.0,0.0,,91.0,2.2,6.8,1005.3,,3.0
01300,2023-07-19,10.2,7.4,83.0,0.4,,280.0,29.5,52.9,1006.7,,8.0
01304,2023-07-19,11.7,8.9,83.0,1.4,,245.0,49.3,63.7,1005.4,,9.0
01308,2023-07-19,9.7,8.6,93.0,2.4,,220.0,19.8,43.9,1006.5,,9.0
01310,2023-07-19,11.0,9.1,88.0,1.5,,230.0,33.5,52.9,1006.0,,9.0
01314,2023-07-19,11.6,10.7,94.0,0.3,,182.0,11.2,24.8,1009.2,,8.0
01315,2023-07-19,9.6,8.0,90.0,0.3,,281.0,2.2,8.6,1009.0,,8.0
01317,2023-07-19,11.4,8.6,83.0,0.1,,189.0,11.5,20.5,1009.1,,3.0
01319,2023-07-19,10.9,8.8,87.0,1.6,,252.0,15.1,31.0,1007.4,,9.0
01326,2023-07-19,8.8,8.2,96.0,0.9,,209.0,9.4,34.2,1008.5,,8.0
01327,2023-07-19,6.5,5.8,95.0,0.2,,303.0,2.9,10.4,1009.6,,7.0
01329,2023-07-19,11.0,8.2,83.0,0.2,,253.0,13.7,10.8,1010.7,,17.0
01332,2023-07-19,9.3,7.9,91.0,0.1,,97.0,0.7,6.1,1008.3,,7.0
01340,2023-07-19,5.3,5.2,99.0,0.0,,267.0,7.2,25.9,1010.0,,5.0
01342,2023-07-19,10.2,7.4,83.0,0.3,,164.0,4.3,10.4,1009.8,,7.0
01346,2023-07-19,2.7,1.8,94.0,0.1,,240.0,21.6,31.7,1009.9,,7.0
01347,2023-07-19,7.0,4.0,81.0,0.0,,220.0,5.4,24.1,1007.0,,7.0
01352,2023-07-19,3.1,2.2,94.0,0.0,,288.0,22.3,34.6,1010.1,,3.0
01358,2023-07-19,6.6,2.9,77.0,0.0,,321.0,6.5,24.8,1008.0,,1.0
01361,2023-07-19,4.9,2.6,85.0,0.0,,245.0,5.4,24.8,1006.7,,3.0
01362,2023-07-19,-1.2,-2.3,92.0,0.0,,263.0,24.1,34.2,1007.5,,3.0
01365,2023-07-19,3.8,1.2,83.0,0.0,,296.0,9.4,16.9,1007.9,,1.0
01366,2023-07-19,1.2,1.1,99.0,0.0,,243.0,20.4,35.2,1008.4,,7.0
01367,2023-07-19,9.6,5.2,74.0,0.0,,309.0,1.8,11.9,1007.7,,1.0
01368,2023-07-19,12.8,6.6,66.0,0.0,,210.0,22.2,35.2,1006.7,,2.0
01371,2023-07-19,7.5,2.0,68.0,0.0,,262.0,2.9,9.0,1007.6,,1.0
01373,2023-07-19,10.2,4.1,66.0,0.0,,27.0,2.2,5.8,1008.0,,1.0
01374,2023-07-19,6.3,0.4,66.0,0.0,,308.0,13.0,30.2,1006.6,,2.0
01380,2023-07-19,5.5,4.1,91.0,0.0,,298.0,7.9,14.8,1010.1,,2.0
01381,2023-07-19,9.9,2.3,59.0,0.0,,271.0,14.0,24.1,1005.6,,1.0
01382,2023-07-19,12.2,4.9,61.0,0.0,,296.0,17.6,28.4,1005.5,,1.0
01385,2023-07-19,11.2,5.1,66.0,0.0,,272.0,5.0,18.0,1005.6,,2.0
01386,2023-07-19,12.3,4.8,60.0,0.0,,286.0,10.1,18.7,1005.1,,2.0
01392,2023-07-19,7.6,6.5,93.0,0.0,,52.0,2.9,4.7,1004.6,,1.0
01393,2023-07-19,6.0,6.0,100.0,0.0,,5.0,2.9,7.2,1005.6,,2.0
01403,2023-07-19,13.0,10.2,83.0,0.0,,262.0,34.2,42.0,1010.9,,3.0
01408,2023-07-19,13.0,7.0,67.0,0.0,,250.0,25.9,33.8,1010.0,,3.0
01411,2023-07-19,12.9,8.0,72.0,0.0,,277.0,21.6,32.8,1011.1,,3.0
01413,2023-07-19,10.3,6.1,75.0,0.0,,288.0,11.5,20.9,1011.5,,3.0
01414,2023-07-19,13.1,7.5,69.0,0.0,,260.0,27.7,37.1,1010.6,,3.0
01416,2023-07-19,10.9,6.8,76.0,0.0,,279.0,10.1,22.0,1011.3,,3.0
01418,2023-07-19,11.1,6.0,71.0,0.0,,238.0,14.4,28.8,1009.5,,3.0
01419,2023-07-19,8.1,7.5,96.0,0.0,,290.0,9.4,20.5,1011.4,,3.0
01422,2023-07-19,9.8,7.0,83.0,0.0,,277.0,11.2,23.4,1011.0,,3.0
01424,2023-07-19,10.4,9.3,93.0,0.0,,55.0,2.5,5.8,1010.8,,3.0
01427,2023-07-19,12.9,8.8,76.0,0.0,,310.0,28.4,42.5,1011.8,,3.0
01430,2023-07-19,11.9,8.7,81.0,0.0,,293.0,10.8,22.0,1011.3,,3.0
01431,2023-07-19,7.7,5.7,87.0,0.0,,318.0,11.2,25.9,1011.3,,3.0
01436,2023-07-19,12.7,8.8,77.0,0.0,,286.0,38.5,34.9,1011.6,,3.0
01444,2023-07-19,10.8,7.3,79.0,0.0,,72.0,1.4,5.0,1010.1,,3.0
01447,2023-07-19,5.2,3.5,89.0,0.0,,323.0,5.0,24.8,1009.8,,3.0
01448,2023-07-19,12.0,8.3,78.0,0.0,,273.0,20.5,32.8,1010.9,,3.0
01449,2023-07-19,10.2,3.2,62.0,0.0,,299.0,8.6,21.2,1008.3,,1.0
01450,2023-07-19,5.3,1.6,77.0,0.0,,306.0,17.3,30.2,1009.3,,3.0
01452,2023-07-19,12.0,7.1,72.0,0.0,,250.0,16.6,28.0,1010.6,,2.0
01455,2023-07-19,10.9,5.0,67.0,0.0,,341.0,13.7,31.3,1008.9,,1.0
01459,2023-07-19,10.3,5.3,71.0,0.0,,280.0,10.8,26.3,1009.3,,2.0
01463,2023-07-19,11.9,3.4,56.0,0.0,,307.0,11.2,21.6,1006.0,,2.0
01464,2023-07-19,11.0,6.3,73.0,0.0,,272.0,9.7,22.0,1009.8,,2.0
01465,2023-07-19,12.9,7.1,68.0,0.0,,269.0,21.2,27.4,1009.4,,3.0
01466,2023-07-19,12.4,5.6,63.0,0.0,,252.0,7.6,13.7,1005.6,,1.0
01467,2023-07-19,12.1,7.2,72.0,0.0,,247.0,16.2,24.5,1008.7,,2.0
01468,2023-07-19,10.3,6.3,76.0,0.0,,284.0,6.1,12.2,1004.9,,2.0
01469,2023-07-19,12.0,5.4,64.0,0.0,,284.0,3.6,6.8,1006.6,,1.0
01471,2023-07-19,10.3,3.8,64.0,0.0,,264.0,3.2,9.7,1008.0,,2.0
01473,2023-07-19,8.9,1.8,61.0,0.0,,268.0,2.5,8.3,1007.4,,3.0
01475,2023-07-19,11.5,4.7,63.0,,,313.0,11.1,20.4,1008.1,,2.0
01478,2023-07-19,14.6,5.9,56.0,0.0,,292.0,22.7,32.4,1007.0,,3.0
01480,2023-07-19,12.9,4.6,57.0,0.0,,295.0,13.3,24.1,1006.7,,1.0
01481,2023-07-19,12.2,6.0,66.0,0.0,,279.0,3.7,11.1,1006.8,,2.0
01482,2023-07-19,15.0,6.5,57.0,0.0,,293.0,25.2,36.0,1006.6,,3.0
01484,2023-07-19,10.0,6.5,79.0,0.0,,310.0,4.3,8.6,1005.5,,2.0
01486,2023-07-19,11.6,3.6,58.0,0.0,,309.0,15.8,36.4,1006.0,,1.0
01490,2023-07-19,9.7,2.3,60.0,0.0,,327.0,14.4,35.6,1005.7,,2.0
01492,2023-07-19,13.5,5.4,58.0,0.0,,286.0,9.7,22.0,1005.5,,2.0
01493,2023-07-19,14.4,8.1,66.0,0.0,,252.0,7.4,13.0,1006.3,,2.0
01495,2023-07-19,15.6,7.4,58.0,0.0,,306.0,21.2,32.4,1006.2,,3.0
02000,2023-07-19,14.4,11.4,82.0,0.0,,256.0,7.9,17.6,1012.1,,3.0
02044,2023-07-19,10.5,7.6,82.0,0.0,,350.0,10.8,27.0,1001.1,,3.0
02049,2023-07-19,12.0,8.7,80.0,0.0,,344.0,10.8,18.5,1000.3,,7.0
02080,2023-07-19,11.1,8.1,82.0,0.0,,349.0,14.8,30.2,1000.9,,3.0
02086,2023-07-19,12.5,11.1,91.0,,,19.0,11.1,18.5,999.4,,18.0
02096,2023-07-19,12.8,12.8,100.0,,,309.0,9.3,14.8,998.4,,18.0
02120,2023-07-19,12.1,8.6,79.0,0.0,,291.0,16.7,27.8,1002.6,,3.0
02128,2023-07-19,12.8,8.5,75.0,,,286.0,18.5,24.1,1002.7,,2.0
02154,2023-07-19,12.5,12.0,97.0,0.5,,310.0,10.8,23.8,1000.5,,8.0
02186,2023-07-19,13.7,12.8,94.0,0.0,,310.0,18.0,25.0,998.3,,7.0
02196,2023-07-19,12.9,12.9,100.0,0.0,,165.0,7.4,14.8,997.6,,7.0
02197,2023-07-19,15.2,13.6,90.0,0.0,,20.0,10.4,18.0,996.9,,3.0
02226,2023-07-19,9.7,-4.7,36.0,0.0,,310.0,14.0,20.4,1005.6,,3.0
02259,2023-07-19,12.0,10.1,88.0,0.0,,300.0,3.6,8.6,1003.0,,1.0
02267,2023-07-19,11.7,8.4,80.0,0.0,,310.0,14.4,22.2,1002.0,,2.0
02284,2023-07-19,14.4,9.2,71.0,,,305.0,11.1,20.4,1001.3,,1.0
02286,2023-07-19,11.1,7.6,79.0,0.0,,300.0,10.8,20.4,1000.8,,3.0
02287,2023-07-19,15.1,9.7,70.0,0.0,,294.0,23.4,35.6,999.9,,3.0
02293,2023-07-19,13.2,10.2,82.0,0.0,,270.0,10.8,27.8,999.9,,3.0
02324,2023-07-19,10.8,9.6,92.0,,,307.0,7.4,13.0,1005.1,,3.0
02355,2023-07-19,14.9,10.1,73.0,0.0,,294.0,8.0,15.0,1003.5,,4.0
02366,2023-07-19,12.0,8.5,79.0,0.0,,300.0,10.8,13.0,1003.6,,2.0
02378,2023-07-19,13.0,9.4,79.0,,,261.0,5.5,11.1,1004.3,,2.0
02404,2023-07-19,9.1,9.0,99.0,0.0,,0.0,0.0,14.8,1005.6,,2.0
02416,2023-07-19,10.2,9.6,96.0,0.0,,200.0,7.2,29.2,1005.8,,3.0
02418,2023-07-19,10.2,9.6,96.0,0.0,,200.0,7.0,20.4,1005.8,,2.0
02433,2023-07-19,10.7,9.3,91.0,0.0,,30.0,3.6,9.4,1004.6,,3.0
02435,2023-07-19,10.5,9.4,93.0,0.0,,210.0,10.8,11.1,1005.0,,2.0
02443,2023-07-19,13.2,12.3,94.0,0.0,,246.0,2.2,11.5,1004.3,,3.0
02446,2023-07-19,14.0,10.0,77.0,0.0,,230.0,11.2,27.0,1005.0,,3.0
02458,2023-07-19,11.2,10.7,97.0,0.0,,0.0,0.0,14.8,1005.2,,2.0
02460,2023-07-19,10.7,9.0,89.0,0.0,,240.0,3.6,13.0,1005.3,,2.0
02464,2023-07-19,13.7,8.7,72.0,0.0,,250.0,7.2,18.5,1005.9,,2.0
02468,2023-07-19,10.1,8.5,90.0,0.0,,225.0,7.9,20.9,1004.7,,3.0
02469,2023-07-19,10.4,9.5,94.0,0.0,,245.0,3.0,10.0,1006.4,,2.0
02476,2023-07-19,11.2,7.3,77.0,,,245.0,7.4,14.8,1006.8,,1.0
02481,2023-07-19,11.6,9.7,88.0,,,219.0,5.5,14.8,1005.4,,1.0
02485,2023-07-19,13.3,9.2,76.0,0.0,,256.0,9.7,22.7,1005.2,,2.0
02490,2023-07-19,11.4,10.9,97.0,,,244.0,3.7,11.1,1005.1,,3.0
02493,2023-07-19,14.7,12.6,87.0,,,273.0,18.5,24.1,1005.1,,2.0
02500,2023-07-19,15.4,7.9,61.0,0.0,,267.0,26.0,41.0,1006.6,,1.0
02505,2023-07-19,14.7,11.1,79.0,,,269.0,42.6,55.5,1008.5,,1.0
02512,2023-07-19,14.0,9.0,72.0,0.0,,260.0,18.4,46.3,1009.0,,2.0
02513,2023-07-19,14.6,9.6,72.0,0.0,,253.0,14.0,29.0,1009.8,,3.0
02520,2023-07-19,12.0,11.1,94.0,0.0,,210.0,18.0,29.0,1007.7,,1.0
02526,2023-07-19,12.0,9.0,82.0,0.0,,250.0,14.4,36.4,1009.7,,3.0
02527,2023-07-19,11.9,8.4,79.0,,,217.0,11.1,20.4,1009.8,,3.0
02535,2023-07-19,11.9,8.7,81.0,0.0,,219.0,14.8,33.5,1007.2,,2.0
02542,2023-07-19,11.3,9.2,87.0,,,206.0,13.0,24.1,1008.0,,1.0
02550,2023-07-19,10.7,9.5,92.0,0.0,,230.0,18.0,24.1,1009.2,,2.0
02556,2023-07-19,9.5,8.3,92.0,0.0,,210.0,10.8,27.4,1010.7,,3.0
02559,2023-07-19,12.3,8.6,78.0,,,245.0,7.4,18.5,1009.3,,1.0
02562,2023-07-19,11.5,8.5,82.0,0.0,,240.0,14.4,22.0,1008.1,,1.0
02565,2023-07-19,11.2,8.2,82.0,0.0,,219.0,7.9,24.8,1009.5,,3.0
02566,2023-07-19,11.9,7.2,73.0,,,232.0,11.1,20.4,1009.8,,2.0
02571,2023-07-19,12.0,9.0,82.0,0.0,,250.0,16.6,27.7,1007.0,,2.0
02574,2023-07-19,12.6,8.3,75.0,,,239.0,9.3,22.2,1007.4,,1.0
02584,2023-07-19,15.7,10.0,69.0,,,281.0,38.9,50.0,1007.1,,2.0
02586,2023-07-19,11.8,7.7,76.0,,,257.0,11.1,22.2,1008.1,,1.0
02589,2023-07-19,16.6,9.8,64.0,0.0,,275.0,34.6,52.9,1006.5,,3.0
02590,2023-07-19,16.0,9.4,65.0,0.0,,260.0,25.2,35.2,1008.4,,2.0
02595,2023-07-19,14.8,9.6,71.0,,,255.0,14.8,25.9,1008.8,,1.0
025P3,2023-07-19,23.2,10.9,46.0,0.0,,134.0,10.4,,1011.7,,3.0
02603,2023-07-19,14.5,10.1,75.0,,,254.0,13.0,27.8,1011.5,,2.0
02604,2023-07-19,14.0,9.4,74.0,0.0,,280.0,21.6,31.5,1011.8,,2.0
02607,2023-07-19,14.5,9.3,71.0,0.0,,280.0,21.6,31.5,1012.4,,2.0
02611,2023-07-19,13.9,9.9,77.0,,,251.0,7.4,18.5,1012.6,,2.0
02616,2023-07-19,15.8,11.6,76.0,,,279.0,27.8,42.6,1013.5,,3.0
02620,2023-07-19,12.2,10.6,90.0,,,226.0,13.0,20.4,1011.4,,2.0
02623,2023-07-19,13.6,10.9,84.0,,,257.0,16.7,20.4,1012.7,,3.0
02625,2023-07-19,14.7,10.7,77.0,,,272.0,22.2,29.6,1012.8,,2.0
02628,2023-07-19,13.1,11.2,88.0,,,261.0,22.2,27.8,1012.0,,1.0
02635,2023-07-19,14.4,10.8,79.0,0.0,,278.0,9.3,20.4,1013.1,,2.0
02636,2023-07-19,13.6,9.8,78.0,0.0,,260.0,10.8,16.7,1013.2,,2.0
02641,2023-07-19,10.0,10.0,100.0,0.0,,220.0,13.0,18.5,1010.0,,2.0
02648,2023-07-19,11.3,9.9,91.0,,,243.0,11.1,18.5,1011.1,,2.0
02651,2023-07-19,12.0,10.1,88.0,0.0,,240.0,5.4,24.1,1012.0,,2.0
02664,2023-07-19,12.2,11.7,97.0,0.0,,270.0,10.8,22.0,1012.2,,1.0
02670,2023-07-19,12.3,9.7,84.0,,,241.0,11.1,20.4,1010.8,,2.0
02672,2023-07-19,12.0,10.1,88.0,0.0,,230.0,13.0,17.6,1010.0,,1.0
02680,2023-07-19,14.4,10.2,76.0,,,257.0,11.1,27.8,1009.9,,1.0
02701,2023-07-19,6.4,6.4,100.0,0.0,,330.0,32.4,34.2,1002.2,,5.0
02704,2023-07-19,12.5,12.0,97.0,0.0,,279.0,9.0,23.4,1002.8,,2.0
02705,2023-07-19,11.1,10.6,97.0,0.0,,167.0,25.6,10.4,998.9,,2.0
02706,2023-07-19,14.6,13.6,94.0,0.0,,298.0,11.5,24.1,1003.5,,3.0
02710,2023-07-19,12.2,11.4,95.0,0.0,,191.0,2.5,6.1,1000.1,,3.0
02714,2023-07-19,12.2,11.9,98.0,0.0,,201.0,6.5,6.8,998.8,,3.0
02717,2023-07-19,11.2,11.2,100.0,0.2,,344.0,7.2,23.0,998.6,,7.0
02719,2023-07-19,6.5,6.4,99.0,0.0,,165.0,3.6,9.4,998.6,,2.0
02721,2023-07-19,15.2,13.6,90.0,0.0,,311.0,9.7,23.0,999.2,,3.0
02722,2023-07-19,9.7,9.6,99.0,0.0,,154.0,4.3,8.3,998.2,,3.0
02725,2023-07-19,11.7,11.1,96.0,0.0,,240.0,7.2,17.3,999.4,,3.0
02726,2023-07-19,10.7,9.1,90.0,0.0,,360.0,24.5,32.0,1000.3,,3.0
02727,2023-07-19,14.0,12.9,93.0,0.0,,300.0,10.8,26.6,1002.0,,3.0
02732,2023-07-19,14.9,12.9,88.0,0.0,,250.0,18.0,27.0,999.9,,2.0
02733,2023-07-19,6.7,6.3,97.0,0.0,,97.0,2.5,13.0,1001.4,,1.0
02734,2023-07-19,7.0,7.0,100.0,0.0,,0.0,0.0,10.4,1000.8,,2.0
02735,2023-07-19,9.1,9.0,99.0,0.0,,260.0,7.2,19.4,1001.2,,2.0
02736,2023-07-19,10.8,10.8,100.0,0.0,,0.0,0.0,13.3,1001.1,,2.0
02737,2023-07-19,12.6,11.3,92.0,0.0,,263.0,8.3,15.5,999.0,,3.0
02738,2023-07-19,12.5,12.2,98.0,0.0,,212.0,5.8,11.2,999.4,,3.0
02739,2023-07-19,10.1,9.6,97.0,0.0,,180.0,7.2,14.8,999.7,,3.0
02741,2023-07-19,12.9,12.0,94.0,0.0,,250.0,7.2,10.1,1004.4,,2.0
02743,2023-07-19,15.2,11.4,78.0,0.0,,319.0,14.8,22.0,1004.1,,2.0
02745,2023-07-19,4.4,4.3,99.0,0.0,,0.0,0.0,5.0,1000.5,,1.0
02746,2023-07-19,15.6,12.4,81.0,0.0,,310.0,18.0,27.0,1004.4,,2.0
02747,2023-07-19,16.0,13.3,84.0,0.0,,280.0,18.0,14.4,1003.9,,3.0
02750,2023-07-19,12.8,12.8,100.0,0.0,,288.0,8.6,14.8,1003.9,,2.0
02751,2023-07-19,16.4,13.9,85.0,0.0,,270.0,28.8,40.3,1002.7,,3.0
02752,2023-07-19,16.0,13.7,86.0,0.0,,288.0,24.8,37.0,1001.8,,
02753,2023-07-19,10.7,10.4,98.0,0.0,,232.0,6.8,15.1,1002.6,,3.0
02754,2023-07-19,12.9,12.0,94.0,0.0,,310.0,14.4,24.1,1002.3,,3.0
02755,2023-07-19,12.0,11.7,98.0,0.0,,202.0,2.9,12.6,998.9,,3.0
02756,2023-07-19,13.6,11.5,87.0,0.0,,278.0,4.7,13.3,1003.7,,3.0
02757,2023-07-19,14.0,12.9,93.0,0.0,,292.0,14.4,19.8,1004.1,,2.0
02758,2023-07-19,14.0,12.4,90.0,0.0,,298.0,7.2,16.9,1003.1,,3.0
02759,2023-07-19,13.4,12.3,93.0,0.0,,270.0,7.2,22.0,1002.7,,3.0
02761,2023-07-19,16.1,13.6,85.0,0.0,,270.0,25.2,32.0,1003.3,,3.0
02763,2023-07-19,11.7,11.2,97.0,0.0,,225.0,8.3,14.4,1002.7,,2.0
02765,2023-07-19,14.0,12.4,90.0,0.0,,287.0,14.0,24.8,1001.7,,2.0
02766,2023-07-19,10.6,10.3,98.0,0.0,,130.0,3.6,8.6,999.7,,2.0
